gene_name	class_type	count	probes
TNRC18	class2	118	{'cg10546562', 'cg05705615', 'cg21725496', 'cg00799631', 'cg26510975', 'cg16014773', 'cg16238796', 'cg12845678', 'cg13030786', 'cg27482690', 'cg26577729', 'cg09794469', 'cg16028599', 'cg00911813', 'cg05687083', 'cg19837298', 'cg18250135', 'cg18728076', 'cg11761615', 'cg27130769', 'cg20378837', 'cg20655099', 'cg05773645', 'cg01385312', 'cg05015452', 'cg04193909', 'cg04939944', 'cg14981546', 'cg02825561', 'cg02556360', 'cg01554257', 'cg20592656', 'cg12538880', 'cg03361346', 'cg07810083', 'cg05020273', 'cg04495299', 'cg21364020', 'cg07503211', 'cg19265600', 'cg00494949', 'cg18273464', 'cg06898168', 'cg03383553', 'cg16069756', 'cg15087571', 'cg06947694', 'cg05605135', 'cg15379837', 'cg05818532', 'cg00123652', 'cg21417259', 'cg11358840', 'cg06262098', 'cg09518219', 'cg01221746', 'cg23268879', 'cg10327399', 'cg01780378', 'cg09828503', 'cg00795125', 'cg05511613', 'cg08460153', 'cg23616097', 'cg13796158', 'cg04571941', 'cg25148306', 'cg19679210', 'cg02720925', 'cg07738938', 'cg09022230', 'cg17199010', 'cg20518511', 'cg14517056', 'cg22249754', 'cg10211530', 'cg26604191', 'cg06771303', 'cg24798493', 'cg03906697', 'cg06778159', 'cg02639601', 'cg17341361', 'cg18451131', 'cg06655494', 'cg09388810', 'cg15107350', 'cg19319735', 'cg05191397', 'cg00267862', 'cg19271753', 'cg04348816', 'cg23058673', 'cg04461013', 'cg15044674', 'cg20602914', 'cg18629514', 'cg19658444', 'cg07355262', 'cg26312950', 'cg02192117', 'cg23598360', 'cg03641797', 'cg11843948', 'cg20538951', 'cg09505513', 'cg16434681', 'cg24902750', 'cg07675811', 'cg11187662', 'cg12161625', 'cg20025824', 'cg22668002', 'cg17898375', 'cg16718902', 'cg13972711', 'cg00135038', 'cg22801866'}
ZKSCAN5	class1	7	{'cg22377767', 'cg00125757', 'cg27121529', 'cg16532952', 'cg23668257', 'cg19164917', 'cg09896503'}
ZKSCAN5	class2	14	{'cg17025484', 'cg24023157', 'cg05210910', 'cg05948305', 'cg19738812', 'cg20122491', 'cg05162275', 'cg18372621', 'cg00155700', 'cg17365335', 'cg26819916', 'cg04119805', 'cg02592473', 'cg16890298'}
IRF5	class1	9	{'cg26616347', 'cg12816198', 'cg20540942', 'cg15621338', 'cg20481909', 'cg14349538', 'cg13569651', 'cg22630713', 'cg06630958'}
IRF5	class2	14	{'cg04864179', 'cg24126180', 'cg05904013', 'cg04086097', 'cg00140447', 'cg11377484', 'cg07161071', 'cg13914531', 'cg08751971', 'cg01377503', 'cg09908474', 'cg21007190', 'cg08100944', 'cg02223784'}
MNX1	class1	5	{'cg12931029', 'cg05748497', 'cg20420433', 'cg20984053', 'cg04945652'}
MNX1	class2	22	{'cg07691705', 'cg20899053', 'cg27651243', 'cg02229433', 'cg24121424', 'cg21024826', 'cg00841693', 'cg25090972', 'cg12164596', 'cg23472708', 'cg14878520', 'cg02511456', 'cg08309529', 'cg25287257', 'cg02090014', 'cg05744332', 'cg08622757', 'cg05060949', 'cg08017928', 'cg14097304', 'cg00143249', 'cg18353196'}
CACNA2D1	class1	9	{'cg10242763', 'cg14762670', 'cg23451424', 'cg06379754', 'cg08211145', 'cg14809204', 'cg07164211', 'cg14778169', 'cg21482659'}
CACNA2D1	class2	28	{'cg02857074', 'cg13558509', 'cg12536527', 'cg01454305', 'cg24426822', 'cg25585043', 'cg26613778', 'cg06559389', 'cg00712593', 'cg09270031', 'cg13420207', 'cg14363242', 'cg25161868', 'cg00145985', 'cg00704369', 'cg10369665', 'cg11581706', 'cg27100990', 'cg14607894', 'cg03771436', 'cg08992818', 'cg10030980', 'cg17294136', 'cg16867817', 'cg20288892', 'cg07535316', 'cg27470827', 'cg04008901'}
CHRM2	class1	8	{'cg17405012', 'cg09546907', 'cg10418044', 'cg00973677', 'cg25150440', 'cg05680531', 'cg04748704', 'cg02866106'}
CHRM2	class2	39	{'cg10979181', 'cg06468862', 'cg21200229', 'cg10454514', 'cg17752799', 'cg11788586', 'cg14944166', 'cg24889058', 'cg04590119', 'cg00147248', 'cg09362722', 'cg04842426', 'cg24228819', 'cg24575234', 'cg07664198', 'cg11773243', 'cg26253500', 'cg01920563', 'cg24845274', 'cg16057587', 'cg22426570', 'cg24539937', 'cg25632105', 'cg08323651', 'cg07116919', 'cg23886662', 'cg02440199', 'cg21127286', 'cg13102079', 'cg19630629', 'cg06153883', 'cg22471517', 'cg10276834', 'cg20847733', 'cg05327864', 'cg23300659', 'cg16873130', 'cg22863118', 'cg09585906'}
CDK13	class1	5	{'cg00154968', 'cg00265238', 'cg10671167', 'cg02853322', 'cg12881278'}
CDK13	class2	14	{'cg08550615', 'cg24395307', 'cg11986226', 'cg13791719', 'cg11640146', 'cg06165179', 'cg09470376', 'cg20991801', 'cg08832195', 'cg24007552', 'cg25673274', 'cg08188073', 'cg13264672', 'cg18592975'}
PRKAG2	class1	7	{'cg24137770', 'cg02596175', 'cg08712068', 'cg26482626', 'cg20534694', 'cg07132038', 'cg26284782'}
PRKAG2	class2	138	{'cg00491428', 'cg11344729', 'cg07571734', 'cg09125924', 'cg10775173', 'cg03869077', 'cg12710220', 'cg17825298', 'cg25786436', 'cg15453708', 'cg09969528', 'cg17359198', 'cg13877163', 'cg01588379', 'cg04900366', 'cg00864551', 'cg08151809', 'cg12759353', 'cg03330372', 'cg03574882', 'cg06333800', 'cg27382860', 'cg26733444', 'cg07285148', 'cg01591487', 'cg12889538', 'cg08755156', 'cg15661715', 'cg25244420', 'cg08265392', 'cg17814717', 'cg20269607', 'cg15787544', 'cg17323493', 'cg08897188', 'cg18880543', 'cg24271718', 'cg04058799', 'cg11718965', 'cg23351327', 'cg20972917', 'cg23909075', 'cg19052547', 'cg06996555', 'cg23785771', 'cg19412964', 'cg07804434', 'cg22896873', 'cg03567939', 'cg00551736', 'cg00452039', 'cg10037579', 'cg01423695', 'cg05060807', 'cg15977893', 'cg13686795', 'cg12242062', 'cg00315816', 'cg17714861', 'cg16710170', 'cg12835599', 'cg05890154', 'cg17008978', 'cg07161146', 'cg10902667', 'cg24035035', 'cg16727916', 'cg23151649', 'ch.7.3189261R', 'cg14873699', 'cg07012178', 'cg10370262', 'cg12762399', 'cg21642050', 'cg14838600', 'cg26673980', 'cg06436185', 'cg18107623', 'cg00157109', 'cg22528270', 'cg16994041', 'cg10363569', 'cg16986150', 'cg24251111', 'cg13120096', 'cg18633230', 'cg19541247', 'cg22615330', 'cg24061580', 'cg09403494', 'cg04781532', 'cg03323793', 'cg13810766', 'cg05367028', 'cg20716058', 'cg12937183', 'cg09397579', 'cg05807157', 'cg18649198', 'cg14481469', 'cg08930413', 'cg12978800', 'cg01246802', 'cg18334211', 'cg10608858', 'cg18404559', 'cg18439339', 'cg05953394', 'cg16391727', 'cg21008208', 'cg27577993', 'cg05929272', 'cg19643252', 'cg19367193', 'cg03190018', 'cg17192599', 'cg21764708', 'cg17611936', 'cg22513396', 'cg22719878', 'cg09449988', 'cg08494793', 'cg01005180', 'cg01058360', 'cg16396223', 'cg01108370', 'cg02387974', 'cg26407811', 'cg12079975', 'cg21463518', 'cg20406576', 'cg06105987', 'cg23495031', 'cg17254176', 'cg02752334', 'cg11994841', 'cg06746365', 'cg00830401'}
HERPUD2	class1	5	{'cg15476479', 'cg23759826', 'cg06466797', 'cg11075346', 'cg01423201'}
HERPUD2	class2	18	{'cg07196035', 'cg08766915', 'cg19080138', 'cg24734300', 'cg00157855', 'cg10741478', 'cg03800012', 'cg12665951', 'cg07287444', 'cg04396936', 'cg10516998', 'cg15227217', 'cg21834860', 'cg08703595', 'cg14484356', 'cg23280290', 'cg08686995', 'cg06732873'}
ELMO1	class1	9	{'cg17780595', 'cg25472353', 'cg15947096', 'cg17350006', 'cg16798247', 'cg01552551', 'cg24237862', 'cg04136149', 'cg15975151'}
ELMO1	class2	51	{'cg16230141', 'cg02902948', 'cg05481217', 'cg05642546', 'cg14431020', 'cg19118812', 'cg23208271', 'cg12570246', 'cg11845241', 'cg15990223', 'cg22202234', 'cg13102133', 'cg15067340', 'cg15659052', 'cg25411699', 'cg01441421', 'cg07122245', 'cg24799830', 'cg05998950', 'cg05383910', 'cg21483883', 'cg08453021', 'cg11673505', 'cg18425586', 'cg23752007', 'cg15665792', 'cg03673694', 'cg25666995', 'cg06338562', 'cg12192582', 'cg05098343', 'cg24110540', 'cg11372090', 'cg11311140', 'cg15768613', 'cg01579884', 'cg22492271', 'cg20121753', 'cg06159352', 'cg03773862', 'cg10396281', 'cg03736789', 'cg00549566', 'cg18536827', 'cg17592875', 'cg00159100', 'cg11021995', 'cg08044454', 'cg06892898', 'cg01119452', 'cg17966167'}
MOGAT3	class1	6	{'cg22247250', 'cg24146685', 'cg10333402', 'cg02258703', 'cg18046464', 'cg10147075'}
MOGAT3	class2	8	{'cg00159289', 'cg08630869', 'cg24116779', 'cg00836662', 'cg08097058', 'cg20682326', 'cg16620608', 'cg17868694'}
REPIN1	class1	7	{'cg15304692', 'cg23161505', 'cg17131435', 'cg21361702', 'cg22155270', 'cg23129613', 'cg17450930'}
REPIN1	class2	16	{'cg15818120', 'cg00835828', 'cg06018575', 'cg01281140', 'cg17677524', 'cg16400647', 'cg00167539', 'cg05269323', 'cg02855996', 'cg09293560', 'cg10018233', 'cg21784940', 'cg15951691', 'cg12613107', 'cg00365505', 'cg09378425'}
ABHD11	class1	5	{'cg00185336', 'cg18274279', 'cg00966780', 'cg21942546', 'cg03938320'}
ABHD11	class2	10	{'cg20033401', 'cg27303983', 'cg19714762', 'cg24614218', 'cg14534967', 'cg05221465', 'cg07174085', 'cg23795429', 'cg11525834', 'cg18330727'}
HOXA2	class1	18	{'cg20087093', 'cg23206851', 'cg02225599', 'cg09871315', 'cg06401979', 'cg01217984', 'cg00445443', 'cg04027736', 'cg02707071', 'cg19432993', 'cg13985518', 'cg25598840', 'cg19598584', 'cg22943986', 'cg09908750', 'cg10319053', 'cg04737131', 'cg06166490'}
HOXA2	class2	16	{'cg02979457', 'cg00188704', 'cg03763508', 'cg02803819', 'cg26069745', 'cg23979631', 'cg20747380', 'cg06055873', 'cg24058604', 'cg06769202', 'cg04481096', 'cg05921905', 'cg17353412', 'cg13661519', 'cg21464565', 'cg06786372'}
VIPR2	class1	5	{'cg23572908', 'cg01979481', 'cg25189564', 'cg08614290', 'cg20673829'}
VIPR2	class2	76	{'cg23058037', 'cg23540020', 'cg05086444', 'cg17217017', 'cg18425653', 'cg13794530', 'cg25972205', 'cg02065707', 'cg10704491', 'cg18005261', 'cg08479516', 'cg24511953', 'cg15652683', 'cg13444538', 'cg09314135', 'cg06563229', 'cg14073571', 'cg04265603', 'cg02884053', 'cg09882283', 'cg20848785', 'cg04525189', 'cg05371552', 'cg24182468', 'cg10764907', 'cg12257156', 'cg13710308', 'cg22062231', 'cg08082455', 'cg04973493', 'cg05144285', 'cg12906589', 'cg09909417', 'cg02189017', 'cg13219604', 'cg22055397', 'cg03899827', 'cg09794600', 'cg05580864', 'cg16215071', 'cg21038156', 'cg27468941', 'cg08693281', 'cg03880407', 'cg03976877', 'cg19814400', 'cg18339298', 'cg20998127', 'cg05166317', 'cg20830514', 'cg18278817', 'cg17528334', 'cg12009398', 'cg00545469', 'cg18349835', 'cg06252875', 'cg25909532', 'cg11697660', 'cg18048071', 'cg20867603', 'cg22751848', 'cg26975193', 'cg13336326', 'cg27524080', 'cg03754402', 'cg06878663', 'cg22240520', 'cg00190162', 'cg06071479', 'cg23801272', 'cg01290718', 'cg25899922', 'cg09706777', 'cg05554000', 'cg03642066', 'cg18034711'}
C7orf55	class1	9	{'cg02096656', 'cg17449086', 'cg18417464', 'cg07819926', 'cg00667974', 'cg21795588', 'cg07050831', 'cg22920873', 'cg19910922'}
C7orf55	class2	11	{'cg11609154', 'cg04038678', 'cg23522468', 'cg22886694', 'cg16978871', 'cg00196167', 'cg00451215', 'cg23272987', 'cg09214955', 'cg17177336', 'cg20258090'}
CYP51A1	class1	11	{'cg22117172', 'cg22286616', 'cg09493406', 'cg17934367', 'cg01341755', 'cg24002213', 'cg18422172', 'cg03714773', 'cg01689657', 'cg02972334', 'cg05099121'}
CYP51A1	class2	14	{'cg03308706', 'cg20464580', 'cg11421459', 'cg08647641', 'cg23676798', 'cg14355428', 'cg14576616', 'cg22577606', 'cg14630237', 'cg24896109', 'cg14283194', 'cg00216504', 'cg10655371', 'cg22030102'}
GRB10	class1	32	{'cg16535493', 'cg00754947', 'cg15565231', 'cg27006764', 'cg05493751', 'cg23104539', 'cg03370077', 'cg00228281', 'cg25472458', 'cg26957150', 'cg02468316', 'cg09268453', 'cg26163537', 'cg25848339', 'cg15774495', 'cg17819489', 'cg19381814', 'cg10516089', 'cg13459606', 'cg21517389', 'cg25975369', 'cg11867552', 'cg19392396', 'cg20651681', 'cg09521872', 'cg22821931', 'cg16058498', 'cg02204205', 'cg27058667', 'cg22281380', 'cg12288551', 'cg18454288'}
GRB10	class2	51	{'cg09150232', 'cg20447079', 'cg16349612', 'cg01495332', 'cg12075949', 'cg13311902', 'cg02933100', 'cg06386517', 'cg19948807', 'cg05343808', 'cg14569352', 'cg25915982', 'cg26050906', 'cg06120688', 'cg01238073', 'cg03466198', 'cg17739152', 'cg23742152', 'cg00224523', 'cg01448853', 'cg06790324', 'ch.7.1171004F', 'cg21408624', 'cg10335798', 'cg24183958', 'cg19725725', 'cg08835688', 'cg07737566', 'cg03013699', 'cg08586669', 'cg01604051', 'cg13879047', 'cg00294065', 'cg06398390', 'cg24977055', 'cg12358041', 'cg24713989', 'cg00350885', 'cg19499709', 'cg03104936', 'cg12903171', 'cg18047172', 'cg25748357', 'cg26812147', 'cg05998930', 'ch.7.1172609R', 'cg20732703', 'cg07235057', 'cg24302095', 'cg05336198', 'cg11587609'}
ZNF3	class1	5	{'cg17851657', 'cg11300402', 'cg15571730', 'cg08431693', 'cg00929606'}
ZNF3	class2	15	{'cg01043524', 'cg00225917', 'cg07048672', 'cg09895029', 'cg20150743', 'cg07338983', 'cg25340881', 'cg21364559', 'cg07904926', 'cg11096575', 'cg22296103', 'cg05073568', 'cg20812675', 'cg11679914', 'cg04272052'}
TWIST1	class1	22	{'cg27334919', 'cg12307484', 'cg19064523', 'cg21424940', 'cg02400740', 'cg14515453', 'cg22498251', 'cg16168668', 'cg10624122', 'cg20121142', 'cg27013696', 'cg04917226', 'cg06243400', 'cg10126205', 'cg14391419', 'cg11147786', 'cg14782672', 'cg01202666', 'cg12514789', 'cg09674215', 'cg26279021', 'cg04904385'}
TWIST1	class2	12	{'cg00240432', 'cg10420952', 'cg09799658', 'cg12926104', 'cg17839237', 'cg26312150', 'cg13588800', 'cg24446548', 'cg04043591', 'cg20052718', 'cg26818735', 'cg20498685'}
WBSCR17	class1	6	{'cg03044249', 'cg02300154', 'cg10239388', 'cg03893271', 'cg01366419', 'cg01159623'}
WBSCR17	class2	42	{'cg01174235', 'cg02514000', 'cg21783183', 'cg15095602', 'cg11687681', 'cg14767639', 'cg12864221', 'cg08766170', 'cg02172150', 'cg21135135', 'cg21886089', 'cg05518130', 'cg13567744', 'cg16891020', 'cg18561478', 'cg23839136', 'cg25673355', 'cg18685330', 'cg16005494', 'cg08795557', 'cg17276624', 'cg24000859', 'cg02638567', 'cg08166222', 'cg04569641', 'cg03129103', 'cg22133882', 'cg07143083', 'cg18222853', 'cg27490043', 'cg00240732', 'cg20270653', 'cg22691256', 'cg05356778', 'cg06385000', 'cg01349903', 'cg16533336', 'cg08251037', 'cg25579180', 'cg20370581', 'cg08221741', 'cg11899535'}
RBM33	class1	6	{'cg23143978', 'cg03133917', 'cg15001673', 'cg01115569', 'cg14615491', 'cg25720022'}
RBM33	class2	39	{'cg14430943', 'cg27269380', 'cg27637730', 'cg03381237', 'cg08852660', 'cg11075176', 'cg14353208', 'cg00396673', 'cg01807375', 'cg20447301', 'cg16798617', 'cg12157941', 'cg13295089', 'cg11993436', 'cg13904214', 'cg01413299', 'cg02499281', 'cg00243166', 'cg14998613', 'cg02175952', 'cg14928149', 'cg16433462', 'cg10682197', 'cg07262012', 'cg13810727', 'cg13639901', 'cg18809570', 'cg19398196', 'cg24411299', 'cg03914452', 'cg08894021', 'cg16590991', 'cg25294752', 'cg05154019', 'cg02443818', 'cg26313657', 'cg15858747', 'cg18440871', 'cg11979621'}
CUX1	class1	5	{'cg06686229', 'cg01397469', 'cg05146205', 'cg06481699', 'cg21117678'}
CUX1	class2	216	{'cg12785082', 'cg06569421', 'cg15673616', 'cg03431155', 'cg12537379', 'cg23047992', 'cg24183566', 'cg01234984', 'cg17148755', 'cg03432172', 'cg25335440', 'cg02611466', 'cg03022050', 'cg02131870', 'cg00540828', 'cg09951433', 'cg26570844', 'cg26918117', 'cg01558195', 'cg00246280', 'cg04326566', 'cg18884557', 'cg24420432', 'cg18205244', 'cg15600935', 'cg01890075', 'cg18275467', 'cg15625092', 'cg18558455', 'cg02531277', 'cg01973676', 'cg25256141', 'cg19783291', 'cg08135718', 'cg23630593', 'cg19703240', 'cg24837397', 'cg20253855', 'cg01310482', 'cg05674052', 'cg05258123', 'cg03494277', 'cg04361015', 'cg22202558', 'cg14519777', 'cg04151469', 'cg24746677', 'cg27654966', 'cg04618969', 'cg06326591', 'cg05049639', 'cg07898764', 'cg16565386', 'cg22879191', 'cg06721601', 'cg05855116', 'cg01716016', 'cg06216309', 'cg06404238', 'cg08116711', 'cg04837309', 'cg04094829', 'cg18239858', 'cg18793367', 'cg19213194', 'cg06246474', 'cg09279412', 'cg10657965', 'cg06471596', 'cg02224047', 'cg20567148', 'cg06294954', 'cg17713751', 'cg02464555', 'cg03666597', 'cg02307880', 'cg03141815', 'cg18004545', 'cg05418333', 'cg10648252', 'cg05910443', 'cg14203426', 'cg19434164', 'cg12524865', 'cg06746009', 'cg13926796', 'cg20458896', 'cg17974145', 'cg15460531', 'cg12349350', 'cg10720966', 'cg24629941', 'cg00567872', 'cg08582182', 'cg08212266', 'cg06010390', 'cg06651180', 'cg05819837', 'cg14526021', 'cg19310653', 'cg06104935', 'cg19346623', 'cg24025567', 'cg03787603', 'cg10437415', 'cg02775353', 'cg21283302', 'cg20564703', 'cg27324804', 'cg24975638', 'cg18359782', 'cg08829140', 'cg23454289', 'cg23338380', 'cg23602489', 'cg18965179', 'cg18636829', 'cg07800890', 'cg00982974', 'cg08530205', 'cg26161747', 'cg27023010', 'cg23261443', 'cg26249245', 'cg27493411', 'cg16292251', 'cg24137710', 'cg13357821', 'cg00944888', 'cg13529101', 'cg21338479', 'cg25787300', 'cg04591734', 'cg25490483', 'cg19248407', 'cg19874047', 'cg05005422', 'cg06746318', 'cg02862153', 'cg11644402', 'cg23445003', 'cg10692693', 'cg10541043', 'cg25261191', 'ch.7.2186304R', 'cg16829042', 'cg16976034', 'cg14466759', 'cg06866237', 'cg02856420', 'cg15755348', 'cg09244071', 'cg23686983', 'cg26387072', 'cg12679308', 'cg22366933', 'cg06173663', 'cg03460001', 'cg02169185', 'cg18188891', 'cg02725620', 'cg27405731', 'ch.7.2185748R', 'ch.7.2182816F', 'cg00387107', 'cg09762515', 'cg10141789', 'cg24257168', 'cg07615875', 'cg16846503', 'cg05469826', 'ch.7.2184863F', 'cg25355904', 'cg18124764', 'cg22772639', 'cg27608981', 'cg13393612', 'cg03086467', 'cg18088486', 'cg01763602', 'cg21647114', 'cg00623312', 'cg02392248', 'cg02911387', 'cg11911769', 'cg07638450', 'cg25715964', 'cg06823965', 'cg03609034', 'cg17008375', 'cg05252062', 'cg07266412', 'cg01667493', 'cg02858808', 'cg09712195', 'cg20475884', 'cg21291321', 'cg25445431', 'cg25887619', 'cg06529080', 'cg09441736', 'cg08549332', 'cg14012925', 'cg25711558', 'cg19161559', 'cg00313685', 'cg09437692', 'cg21642054', 'cg05577293', 'cg05845765', 'cg23874145', 'cg17472610', 'cg15770446', 'cg18498598', 'cg16194292', 'cg03310939'}
PHTF2	class1	13	{'cg09170679', 'cg12428604', 'cg15698347', 'cg10389385', 'cg09856066', 'cg19818271', 'cg00415308', 'cg00294823', 'cg17126941', 'cg15518923', 'cg26358246', 'cg24669602', 'cg08726195'}
PHTF2	class2	30	{'cg22318996', 'cg15235373', 'cg01029838', 'cg24315188', 'cg17890667', 'cg26330088', 'cg02199589', 'cg00251738', 'cg15034861', 'cg04320354', 'cg23477257', 'cg27457191', 'cg05036615', 'cg24965502', 'cg10322824', 'cg10624784', 'cg27180548', 'cg22614518', 'cg09707730', 'cg08887902', 'cg17677112', 'cg02960777', 'cg08296556', 'cg13028768', 'cg19396253', 'cg10351349', 'cg08212713', 'cg16431610', 'cg02232396', 'cg26770381'}
TMEM60	class1	19	{'cg22318996', 'cg15235373', 'cg01029838', 'cg24315188', 'cg02199589', 'cg00251738', 'cg15034861', 'cg04320354', 'cg10322824', 'cg27180548', 'cg09707730', 'cg08887902', 'cg17677112', 'cg08296556', 'cg13028768', 'cg08212713', 'cg16431610', 'cg02232396', 'cg26770381'}
TMEM60	class2	16	{'cg09170679', 'cg12428604', 'cg10624784', 'cg15698347', 'cg10389385', 'cg09856066', 'cg26330088', 'cg00415308', 'cg00294823', 'cg26358246', 'cg17126941', 'cg14555113', 'cg15518923', 'cg01650677', 'cg24669602', 'cg08726195'}
KCNH2	class1	7	{'cg01306909', 'cg15809694', 'cg18296036', 'cg23522427', 'cg24830730', 'cg16349656', 'cg10454121'}
KCNH2	class2	49	{'cg06251500', 'cg20142972', 'cg21737698', 'cg18666454', 'cg17402325', 'cg16107105', 'cg24836822', 'cg17188901', 'cg01494890', 'cg07390478', 'cg19781133', 'cg02711872', 'cg12678073', 'cg23147443', 'cg04674389', 'cg06808571', 'cg21321248', 'cg17564354', 'cg07998558', 'cg20665259', 'cg22797114', 'cg27435498', 'cg02492920', 'cg00252814', 'cg05364164', 'cg14711997', 'cg04652621', 'cg04839131', 'cg16817992', 'cg27626790', 'cg04406307', 'cg18423852', 'cg00571354', 'cg26389737', 'cg08309183', 'cg02363526', 'cg03178454', 'cg15472092', 'cg05998486', 'cg11857646', 'cg20883831', 'cg24491618', 'cg01559770', 'cg24576940', 'cg04284192', 'cg01539854', 'cg10636020', 'cg15510325', 'cg14587446'}
CREB3L2	class1	5	{'cg00929565', 'cg02216939', 'cg18851730', 'cg04096472', 'cg00262280'}
CREB3L2	class2	32	{'cg14522047', 'cg04472009', 'cg13471756', 'cg13310971', 'cg22523050', 'cg03304981', 'cg23697157', 'cg23096401', 'cg24732344', 'cg18091615', 'cg09238162', 'cg13832670', 'cg09271097', 'cg09205945', 'ch.7.2864275F', 'cg13016916', 'cg05041511', 'cg26938153', 'cg19418273', 'cg06980252', 'cg11987509', 'cg02633286', 'cg05222850', 'cg05811904', 'cg19573230', 'cg00711711', 'cg07382687', 'cg21654684', 'cg04604708', 'cg02149314', 'cg15975598', 'cg05723179'}
ASB10	class1	9	{'cg07609372', 'cg04671739', 'cg13645954', 'cg10980293', 'cg01954686', 'cg05181846', 'cg26159905', 'cg16537044', 'cg09539720'}
ASB10	class2	11	{'cg00576640', 'cg19638292', 'cg22431967', 'cg13594957', 'cg07084288', 'cg00276443', 'cg05103803', 'cg25786651', 'cg22812874', 'cg13289321', 'cg16564894'}
GLI3	class1	19	{'cg12853563', 'cg25726664', 'cg14396995', 'cg06500654', 'cg25846074', 'cg19208079', 'cg07104748', 'cg02483271', 'cg10950272', 'cg11749583', 'cg19603847', 'cg17588800', 'cg26557756', 'cg06403244', 'cg07191743', 'cg03366925', 'cg24497732', 'cg04682916', 'cg10569039'}
GLI3	class2	56	{'cg11366849', 'cg02370770', 'cg27450153', 'cg11364256', 'cg00842259', 'cg05353415', 'cg15078211', 'cg16534867', 'cg24079811', 'cg18100008', 'cg17530977', 'cg09405612', 'cg09821587', 'cg17347386', 'cg11867461', 'cg16216907', 'cg16524701', 'cg22289763', 'cg02709068', 'cg16848937', 'cg21536074', 'cg07413609', 'cg18938534', 'cg01094108', 'cg14646653', 'cg03652257', 'cg22539434', 'cg23367392', 'cg10120778', 'cg08828787', 'cg16577208', 'cg01013023', 'cg22411165', 'cg09906297', 'cg00560277', 'cg09008589', 'cg06770532', 'cg04131524', 'cg08635064', 'cg03868332', 'cg21466107', 'cg18723978', 'cg19935531', 'cg17390350', 'cg19742965', 'cg21216351', 'cg00362680', 'cg20671274', 'cg15751116', 'cg10199556', 'cg00279773', 'cg12737854', 'cg09847820', 'cg02901002', 'cg06310816', 'cg10055593'}
ZNF767	class1	5	{'cg18311708', 'cg08744726', 'cg26585868', 'cg18500448', 'cg17337514'}
ZNF767	class2	12	{'cg14820798', 'cg05073880', 'cg03545047', 'cg27053157', 'cg21165122', 'cg00281600', 'cg02826890', 'cg04822759', 'cg17813364', 'cg00601368', 'cg06920324', 'cg03674265'}
MEST	class1	27	{'cg02501418', 'cg24941047', 'cg17706086', 'cg07224147', 'cg17347253', 'cg20826277', 'cg07427065', 'cg27417677', 'cg15150348', 'cg12070022', 'cg15068552', 'cg04029027', 'cg02490034', 'cg22115706', 'cg10767216', 'cg20148994', 'cg09425926', 'cg14584935', 'cg02756856', 'cg20380768', 'cg07683330', 'cg05222671', 'cg08229366', 'cg10473158', 'cg18100127', 'cg26275543', 'cg20801778'}
